Project_category,Species,SampleID,Project,Model,Groups,Drug,Drug_batch,Dosage,Dosage_unit,Gender,Birth_date,Arrival_date,Arrival_age_week,Collection_date,Age_week,Strain,Cage_num,Source,Feed_site,Batch,Comment,Time_Point,Subject_add_X,Bacteria_16s,16s_lab,Metagenome,Metagenome_lab,Metabolism,Metabolism_lab,Immunity,Path
tumor,mice,18127-B,ONC-2020-025,CT26,CT26_CTX/GV009_NA/201905_200/30_mpk/mpk,CTX/GV009,NA/201905,200/30,mpk/mpk,female,,,5,2020/8/5,,BALB/c,11,GVRI,Pengli,20200831-16s,,time2,X18127_B,y,Fengyuan,,,,,,
tumor,mice,18051-B,ONC-2020-025,CT26,CT26_CTX/GV009_NA/201906_200/30_mpk/mpk,CTX/GV009,NA/201906,200/30,mpk/mpk,female,,,5,2020/8/5,,BALB/c,12,GVRI,Pengli,20200831-16s,,time2,X18051_B,y,Fengyuan,,,,,,
tumor,mice,18021-B,ONC-2020-025,CT26,CT26_CTX/GV009_NA/201906_200/30_mpk/mpk,CTX/GV009,NA/201906,200/30,mpk/mpk,female,,,5,2020/8/5,,BALB/c,12,GVRI,Pengli,20200831-16s,,time2,X18021_B,y,Fengyuan,,,,,,
tumor,mice,18048-B,ONC-2020-025,CT26,CT26_CTX/GV009_NA/201906_200/30_mpk/mpk,CTX/GV009,NA/201906,200/30,mpk/mpk,female,,,5,2020/8/5,,BALB/c,12,GVRI,Pengli,20200831-16s,,time2,X18048_B,y,Fengyuan,,,,,,
tumor,mice,18100-B,ONC-2020-025,CT26,CT26_CTX/GV009_NA/201906_200/30_mpk/mpk,CTX/GV009,NA/201906,200/30,mpk/mpk,female,,,5,2020/8/5,,BALB/c,12,GVRI,Pengli,20200831-16s,,time2,X18100_B,y,Fengyuan,,,,,,
tumor,mice,18112-B,ONC-2020-025,CT26,CT26_CTX/GV009_NA/201906_200/30_mpk/mpk,CTX/GV009,NA/201906,200/30,mpk/mpk,female,,,5,2020/8/5,,BALB/c,12,GVRI,Pengli,20200831-16s,,time2,X18112_B,y,Fengyuan,,,,,,
tumor,mice,18135-B,ONC-2020-025,CT26,CT26_CTX/GV009_NA/201906_200/30_mpk/mpk,CTX/GV009,NA/201906,200/30,mpk/mpk,female,,,5,2020/8/5,,BALB/c,12,GVRI,Pengli,20200831-16s,,time2,X18135_B,y,Fengyuan,,,,,,
,human,SH201905-307,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-344,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-352,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-355,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-359,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-407,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-410,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-349,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-370,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-338,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-366,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-371,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-389,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-398,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-401,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-406,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-264,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-361,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-363,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-388,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-390,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-393,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-394,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-395,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-400,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-402,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-405,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-385,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-396,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-397,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,human,SH201905-409,Liuyuan20200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,971-30mg-1-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-2-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-3-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-4-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-5-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-6-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-7-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-8-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-1-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-2-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-3-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-4-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-5-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-6-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-7-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-8-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-1-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-2-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-3-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-4-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-5-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-6-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-7-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-30mg-8-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-1-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-2-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-3-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-4-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-5-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-6-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-7-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-8-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-1-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-2-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-3-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-4-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-5-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-6-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-7-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-8-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-1-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-2-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-3-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-4-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-5-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-6-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-7-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,971-90mg-8-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,TG-1,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,TG-2,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
,,TG-3,NA,,,,,,,,,,,,,,,,,20200831-16s,,,,,,,,,,,
