Project_category	Species	SampleID	Project	Model	Groups	Drug	Drug_batch	Dosage	Dosage_unit	Gender	Birth_date	Collection_date	Age_week	Strain	Cage_num	Source	Feed_site	Batch	Comment	Time_Point	Subject_add_X	Bacteria_16s	16s_lab	Metagenome	Metagenome_lab	Metabolism	Metabolism_lab	Immunity	Path
tumor	mice	E2758-C	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/7/30	5	BALB/c	1	Linchang	Pengli	20200828-16s		time3	E2758_C								
tumor	mice	E2688-C	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/7/30	5	BALB/c	1	Linchang	Pengli	20200828-16s		time3	E2688_C								
tumor	mice	E2661-C	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/7/30	5	BALB/c	1	Linchang	Pengli	20200828-16s		time3	E2661_C								
tumor	mice	E2687-C	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/7/30	5	BALB/c	1	Linchang	Pengli	20200828-16s		time3	E2687_C								
tumor	mice	E2757-C	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/7/30	5	BALB/c	2	Linchang	Pengli	20200828-16s		time3	E2757_C								
tumor	mice	E2730-C	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/7/30	5	BALB/c	2	Linchang	Pengli	20200828-16s		time3	E2730_C								
tumor	mice	E2712-C	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/7/30	5	BALB/c	2	Linchang	Pengli	20200828-16s		time3	E2712_C								
tumor	mice	E2779-C	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/7/30	5	BALB/c	2	Linchang	Pengli	20200828-16s		time3	E2779_C								
tumor	mice	E2693-C	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/30	5	BALB/c	3	Linchang	Pengli	20200828-16s	给药第3次	time3	E2693_C								
tumor	mice	E2756-C	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/30	5	BALB/c	3	Linchang	Pengli	20200828-16s	给药第3次	time3	E2756_C								
tumor	mice	E2738-C	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/30	5	BALB/c	3	Linchang	Pengli	20200828-16s	给药第3次	time3	E2738_C								
tumor	mice	E2737-C	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/30	5	BALB/c	3	Linchang	Pengli	20200828-16s	给药第3次	time3	E2737_C								
tumor	mice	E2724-C	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/30	5	BALB/c	4	Linchang	Pengli	20200828-16s	给药第3次	time3	E2724_C								
tumor	mice	E2752-C	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/30	5	BALB/c	4	Linchang	Pengli	20200828-16s	给药第3次	time3	E2752_C								
tumor	mice	E2663-C	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/30	5	BALB/c	4	Linchang	Pengli	20200828-16s	给药第3次	time3	E2663_C								
tumor	mice	E2774-C	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/30	5	BALB/c	4	Linchang	Pengli	20200828-16s	给药第3次	time3	E2774_C								
tumor	mice	E2665-C	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/7/30	5	BALB/c	5	Linchang	Pengli	20200828-16s	给药第3次	time3	E2665_C								
tumor	mice	E2673-C	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/7/30	5	BALB/c	5	Linchang	Pengli	20200828-16s	给药第3次	time3	E2673_C								
tumor	mice	E2739-C	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/7/30	5	BALB/c	5	Linchang	Pengli	20200828-16s	给药第3次	time3	E2739_C								
tumor	mice	E2677-C	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/7/30	5	BALB/c	5	Linchang	Pengli	20200828-16s	给药第3次	time3	E2677_C								
tumor	mice	E2766-C	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/7/30	5	BALB/c	6	Linchang	Pengli	20200828-16s	给药第3次	time3	E2766_C								
tumor	mice	E2720-C	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/7/30	5	BALB/c	6	Linchang	Pengli	20200828-16s	给药第3次	time3	E2720_C								
tumor	mice	E2662-C	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/7/30	5	BALB/c	6	Linchang	Pengli	20200828-16s	给药第3次	time3	E2662_C								
tumor	mice	E2690-C	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/7/30	5	BALB/c	6	Linchang	Pengli	20200828-16s	给药第3次	time3	E2690_C								
tumor	mice	E2723-C	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/7/30	5	BALB/c	7	Linchang	Pengli	20200828-16s		time3	E2723_C								
tumor	mice	E2747-C	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/7/30	5	BALB/c	7	Linchang	Pengli	20200828-16s		time3	E2747_C								
tumor	mice	E2682-C	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/7/30	5	BALB/c	7	Linchang	Pengli	20200828-16s		time3	E2682_C								
tumor	mice	E2775-C	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/7/30	5	BALB/c	7	Linchang	Pengli	20200828-16s		time3	E2775_C								
tumor	mice	E2771-C	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/7/30	5	BALB/c	8	Linchang	Pengli	20200828-16s		time3	E2771_C								
tumor	mice	E2711-C	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/7/30	5	BALB/c	8	Linchang	Pengli	20200828-16s		time3	E2711_C								
tumor	mice	E2672-C	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/7/30	5	BALB/c	8	Linchang	Pengli	20200828-16s		time3	E2672_C								
tumor	mice	E2764-C	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/7/30	5	BALB/c	8	Linchang	Pengli	20200828-16s		time3	E2764_C								
tumor	mice	E2723-D	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/8/6	5	BALB/c	7	Linchang	Pengli	20200828-16s		time4	E2723_D								
tumor	mice	E2747-D	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/8/6	5	BALB/c	7	Linchang	Pengli	20200828-16s		time4	E2747_D								
tumor	mice	E2682-D	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/8/6	5	BALB/c	7	Linchang	Pengli	20200828-16s		time4	E2682_D								
tumor	mice	E2775-D	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/8/6	5	BALB/c	7	Linchang	Pengli	20200828-16s		time4	E2775_D								
tumor	mice	E2771-D	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/8/6	5	BALB/c	8	Linchang	Pengli	20200828-16s		time4	E2771_D								
tumor	mice	E2711-D	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/8/6	5	BALB/c	8	Linchang	Pengli	20200828-16s		time4	E2711_D								
tumor	mice	E2672-D	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/8/6	5	BALB/c	8	Linchang	Pengli	20200828-16s		time4	E2672_D								
tumor	mice	E2764-D	ONC-2020-026	CT26	GV00920190230mpk	GV009	201902	30	mpk	F		2020/8/6	5	BALB/c	8	Linchang	Pengli	20200828-16s		time4	E2764_D								
tumor	mice	E2743-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/17	5	BALB/c	10	Linchang	Pengli	20200828-16s	给药第1次	time4	E2743_D								
tumor	mice	E2769-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/17	5	BALB/c	10	Linchang	Pengli	20200828-16s	给药第1次	time4	E2769_D								
tumor	mice	E2751-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/17	5	BALB/c	10	Linchang	Pengli	20200828-16s	给药第1次	time4	E2751_D								
tumor	mice	E2728-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/17	5	BALB/c	10	Linchang	Pengli	20200828-16s	给药第1次	time4	E2728_D								
tumor	mice	E2714-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/17	5	BALB/c	10	Linchang	Pengli	20200828-16s	给药第1次	time4	E2714_D								
tumor	mice	E2754-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/17	5	BALB/c	10	Linchang	Pengli	20200828-16s	给药第1次	time4	E2754_D								
tumor	mice	E2722-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/22	5	BALB/c	11	Linchang	Pengli	20200828-16s	给药第2次	time4	E2722_D								
tumor	mice	E2676-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/22	5	BALB/c	11	Linchang	Pengli	20200828-16s	给药第2次	time4	E2676_D								
tumor	mice	E2732-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/22	5	BALB/c	11	Linchang	Pengli	20200828-16s	给药第2次	time4	E2732_D								
tumor	mice	E2713-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/22	5	BALB/c	11	Linchang	Pengli	20200828-16s	给药第2次	time4	E2713_D								
tumor	mice	E2669-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/22	5	BALB/c	11	Linchang	Pengli	20200828-16s	给药第2次	time4	E2669_D								
tumor	mice	E2727-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/22	5	BALB/c	11	Linchang	Pengli	20200828-16s	给药第2次	time4	E2727_D								
tumor	mice	E2685-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/29	5	BALB/c	12	Linchang	Pengli	20200828-16s	给药第2次	time4	E2685_D								
tumor	mice	E2760-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/29	5	BALB/c	12	Linchang	Pengli	20200828-16s	给药第3次	time4	E2760_D								
tumor	mice	E2742-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/29	5	BALB/c	12	Linchang	Pengli	20200828-16s	给药第3次	time4	E2742_D								
tumor	mice	E2777-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/29	5	BALB/c	12	Linchang	Pengli	20200828-16s	给药第3次	time4	E2777_D								
tumor	mice	E2726-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/29	5	BALB/c	12	Linchang	Pengli	20200828-16s	给药第3次	time4	E2726_D								
tumor	mice	E2680-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/7/29	5	BALB/c	12	Linchang	Pengli	20200828-16s	给药第3次	time4	E2680_D								
tumor	mice	E2758-D	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/8/6	5	BALB/c	1	Linchang	Pengli	20200828-16s		time4	E2758_D								
tumor	mice	E2688-D	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/8/6	5	BALB/c	1	Linchang	Pengli	20200828-16s		time4	E2688_D								
tumor	mice	E2661-D	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/8/6	5	BALB/c	1	Linchang	Pengli	20200828-16s		time4	E2661_D								
tumor	mice	E2687-D	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/8/6	5	BALB/c	1	Linchang	Pengli	20200828-16s		time4	E2687_D								
tumor	mice	E2757-D	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/8/6	5	BALB/c	2	Linchang	Pengli	20200828-16s		time4	E2757_D								
tumor	mice	E2730-D	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/8/6	5	BALB/c	2	Linchang	Pengli	20200828-16s		time4	E2730_D								
tumor	mice	E2712-D	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/8/6	5	BALB/c	2	Linchang	Pengli	20200828-16s		time4	E2712_D								
tumor	mice	E2779-D	ONC-2020-026	CT26	Vehicle	Vehicle		0		F		2020/8/6	5	BALB/c	2	Linchang	Pengli	20200828-16s		time4	E2779_D								
tumor	mice	E2693-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/8/6	5	BALB/c	3	Linchang	Pengli	20200828-16s	给药第3次	time4	E2693_D								
tumor	mice	E2756-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/8/6	5	BALB/c	3	Linchang	Pengli	20200828-16s	给药第3次	time4	E2756_D								
tumor	mice	E2738-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/8/6	5	BALB/c	3	Linchang	Pengli	20200828-16s	给药第3次	time4	E2738_D								
tumor	mice	E2737-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/8/6	5	BALB/c	3	Linchang	Pengli	20200828-16s	给药第3次	time4	E2737_D								
tumor	mice	E2724-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/8/6	5	BALB/c	4	Linchang	Pengli	20200828-16s	给药第3次	time4	E2724_D								
tumor	mice	E2752-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/8/6	5	BALB/c	4	Linchang	Pengli	20200828-16s	给药第3次	time4	E2752_D								
tumor	mice	E2663-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/8/6	5	BALB/c	4	Linchang	Pengli	20200828-16s	给药第3次	time4	E2663_D								
tumor	mice	E2774-D	ONC-2020-026	CT26	ADU-S1005ug	ADU-S100		5	ug	F		2020/8/6	5	BALB/c	4	Linchang	Pengli	20200828-16s	给药第3次	time4	E2774_D								
tumor	mice	E2665-D	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/8/6	5	BALB/c	5	Linchang	Pengli	20200828-16s	给药第3次	time4	E2665_D								
tumor	mice	E2673-D	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/8/6	5	BALB/c	5	Linchang	Pengli	20200828-16s	给药第3次	time4	E2673_D								
tumor	mice	E2739-D	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/8/6	5	BALB/c	5	Linchang	Pengli	20200828-16s	给药第3次	time4	E2739_D								
tumor	mice	E2677-D	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/8/6	5	BALB/c	5	Linchang	Pengli	20200828-16s	给药第3次	time4	E2677_D								
tumor	mice	E2766-D	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/8/6	5	BALB/c	6	Linchang	Pengli	20200828-16s	给药第3次	time4	E2766_D								
tumor	mice	E2720-D	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/8/6	5	BALB/c	6	Linchang	Pengli	20200828-16s	给药第3次	time4	E2720_D								
tumor	mice	E2662-D	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/8/6	5	BALB/c	6	Linchang	Pengli	20200828-16s	给药第3次	time4	E2662_D								
tumor	mice	E2690-D	ONC-2020-026	CT26	ADU-S100/GV009NA/2019025/30ug/mpk	ADU-S100/GV009	NA/201902	5/30	ug/mpk	F		2020/8/6	5	BALB/c	6	Linchang	Pengli	20200828-16s	给药第3次	time4	E2690_D								
