Project_category,Species,SampleID,Project,Model,Groups,Drug,Drug_batch,Dosage,Dosage_unit,Gender,Birth_date,Arrival_date,Arrival_age_week,Collection_date,Age_week,Strain,Cage_num,Source,Feed_site,Batch1,Comment,Time_Point,Subject_add_X,Bacteria_16s,16s_lab
,mice,D1082287,SZ-NLL-2020-003,,10DAY; group:US,,,,,,,,,2020/8/22,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D1082288,SZ-NLL-2020-003,,10DAY; group:US,,,,,,,,,2020/8/22,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D1082289,SZ-NLL-2020-003,,10DAY; group:US,,,,,,,,,2020/8/22,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D1082290,SZ-NLL-2020-003,,10DAY; group:US,,,,,,,,,2020/8/22,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D1082291,SZ-NLL-2020-003,,10DAY; group:US,,,,,,,,,2020/8/22,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D1082292,SZ-NLL-2020-003,,10DAY; group:US,,,,,,,,,2020/8/22,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090251,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090252,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090253,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090254,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090255,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090256,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090257,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090258,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090259,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090260,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090261,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090262,SZ-NLL-2020-003,,20DAY; group:C,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090281,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090282,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090283,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090284,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090285,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090286,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090287,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090288,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090289,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090290,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090291,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D2090292,SZ-NLL-2020-003,,20DAY; group:US,,,,,,,,,2020/9/2,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091051,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091052,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091053,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091054,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091055,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091056,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091057,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091058,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091059,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091060,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091061,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091062,SZ-NLL-2020-003,,30DAY; group:C,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091081,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091082,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091083,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091084,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091085,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091086,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091087,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091088,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091089,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091090,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091091,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,mice,D3091092,SZ-NLL-2020-003,,30DAY; group:US,,,,,,,,,2020/9/10,,,,,,20200929-16S,,,,y,Fengyuan
,,1247654P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1247654P,y,Fengyuan,,,,,,,,,,
,,1247827P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1247827P,y,Fengyuan,,,,,,,,,,
,,1248845P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1248845P,y,Fengyuan,,,,,,,,,,
,,1249386P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1249386P,y,Fengyuan,,,,,,,,,,
,,1248143P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1248143P,y,Fengyuan,,,,,,,,,,
,,1249958P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1249958P,y,Fengyuan,,,,,,,,,,
,,1250008P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1250008P,y,Fengyuan,,,,,,,,,,
,,1251117P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1251117P,y,Fengyuan,,,,,,,,,,
,,1253068P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1253068P,y,Fengyuan,,,,,,,,,,
,,1253667P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1253667P,y,Fengyuan,,,,,,,,,,
,,1254460P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1254460P,y,Fengyuan,,,,,,,,,,
,,1248556P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1248556P,y,Fengyuan,,,,,,,,,,
,,1256176P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1256176P,y,Fengyuan,,,,,,,,,,
,,1258137P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1258137P,y,Fengyuan,,,,,,,,,,
,,1257889P,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1257889P,y,Fengyuan,,,,,,,,,,
,,1247654T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1247654T,y,Fengyuan,,,,,,,,,,
,,1247827T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1247827T,y,Fengyuan,,,,,,,,,,
,,1248845T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1248845T,y,Fengyuan,,,,,,,,,,
,,1248143T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1248143T,y,Fengyuan,,,,,,,,,,
,,1250008T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1250008T,y,Fengyuan,,,,,,,,,,
,,1250028T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1250028T,y,Fengyuan,,,,,,,,,,
,,1251117T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1251117T,y,Fengyuan,,,,,,,,,,
,,1253667T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1253667T,y,Fengyuan,,,,,,,,,,
,,1254460T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1254460T,y,Fengyuan,,,,,,,,,,
,,1248556T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1248556T,y,Fengyuan,,,,,,,,,,
,,1256176T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1256176T,y,Fengyuan,,,,,,,,,,
,,1258137T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1258137T,y,Fengyuan,,,,,,,,,,
,,1257889T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1257889T,y,Fengyuan,,,,,,,,,,
,,1258048T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1258048T,y,Fengyuan,,,,,,,,,,
,,1259094T,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,X1259094T,y,Fengyuan,,,,,,,,,,
,,Ctrl1,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,Ctrl1,y,Fengyuan,,,,,,,,,,
,,Ctrl2,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,Ctrl2,y,Fengyuan,,,,,,,,,,
,,Ctrl3,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,,,Ctrl3,y,Fengyuan,,,,,,,,,,
,,NTC-1,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,是核酸提取过程的阴性指控,,NTC-1,y,Fengyuan,,,,,,,,,,
,,NTC-2,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,是核酸提取过程的阴性指控,,NTC-2,y,Fengyuan,,,,,,,,,,
,,NTC-3,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,是核酸提取过程的阴性指控,,NTC-3,y,Fengyuan,,,,,,,,,,
,,W1,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,是取样过程中，擦拭刀片的拭子，放在白色管子里的（区别放在黄色管子里的）,,W1,y,Fengyuan,,,,,,,,,,
,,W2,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,是取样过程中，擦拭刀片的拭子，放在白色管子里的（区别放在黄色管子里的）,,W2,y,Fengyuan,,,,,,,,,,
,,PCR-NTC,Zhongshan20200915,,Zhongshan,Tumor,,,20200929-16S,,是PCR过程的阴性指控,,PCR-NTC,y,Fengyuan,,,,,,,,,,
