Project_category,Species,SampleID,AnimalID,sampleID_origin,Other_ID,Project,Model,Groups,Category,Pre_or_Post,Time,Drug,Drug_batch,Dosage,Dosage_unit,Gender,Birth_date,Arrival_date,Arrival_age_week,Collection_date,Age_week,Strain,Cage_num,Source,Feed_site,Batch1,Comment,Bacteria_16s,16s_lab,Metagenome,Metagenome_lab,Metabolism,Metabolism_lab,RNAseq,RNAseq_lab,Immunity,Path
GV971,mouse,B1634_D,B1634,B1634_D,B1634_D,AD-056,NA,C57_FMT_AD_971100mpk,C57 FMT AD 971100mpk,Post,NA,GV971,NA,100,mpk,Male,2017/7/13,NA,NA,2018/8/15,57,C57BL/6,5,Bikai,Bikai,056_MJ20171226003-MJ-M-20180824015-yansiyuan-SHZKY--23samples-056-20180912,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,B1635_D,B1635,B1635_D,B1635_D,AD-056,NA,C57_FMT_AD_971100mpk,C57 FMT AD 971100mpk,Post,NA,GV971,NA,100,mpk,Male,2017/7/13,NA,NA,2018/8/15,57,C57BL/6,5,Bikai,Bikai,056_MJ20171226003-MJ-M-20180824015-yansiyuan-SHZKY--23samples-056-20180912,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,B1636_D,B1636,B1636_D,B1636_D,AD-056,NA,C57_FMT_AD_971100mpk,C57 FMT AD 971100mpk,Post,NA,GV971,NA,100,mpk,Male,2017/7/13,NA,NA,2018/8/15,57,C57BL/6,5,Bikai,Bikai,056_MJ20171226003-MJ-M-20180824015-yansiyuan-SHZKY--23samples-056-20180912,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,B1637_D,B1637,B1637_D,B1637_D,AD-056,NA,C57_FMT_AD_971100mpk,C57 FMT AD 971100mpk,Post,NA,GV971,NA,100,mpk,Male,2017/7/13,NA,NA,2018/8/15,57,C57BL/6,6,Bikai,Bikai,056_MJ20171226003-MJ-M-20180824015-yansiyuan-SHZKY--23samples-056-20180912,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,B1638_D,B1638,B1638_D,B1638_D,AD-056,NA,C57_FMT_AD_971100mpk,C57 FMT AD 971100mpk,Post,NA,GV971,NA,100,mpk,Male,2017/7/13,NA,NA,2018/8/15,57,C57BL/6,6,Bikai,Bikai,056_MJ20171226003-MJ-M-20180824015-yansiyuan-SHZKY--23samples-056-20180912,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,B1640_D,B1640,B1640_D,B1640_D,AD-056,NA,C57_FMT_AD_971100mpk,C57 FMT AD 971100mpk,Post,NA,GV971,NA,100,mpk,Male,2017/7/13,NA,NA,2018/8/15,57,C57BL/6,6,Bikai,Bikai,056_MJ20171226003-MJ-M-20180824015-yansiyuan-SHZKY--23samples-056-20180912,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,B1669_D,B1669,B1669_D,B1669_D,AD-056,NA,C57_FMT_HC,C57 FMT HC,Post,NA,NA,NA,0,mpk,Male,2017/7/13,NA,NA,2018/8/15,57,C57BL/6,2,Bikai,Bikai,056_MJ20171226003-MJ-M-20180824015-yansiyuan-SHZKY--23samples-056-20180912,16s的编号是B1669_B1605_D，编号B1669_D就是B1605_D,y,Meiji,y,Meiji,,,,,,
GV971,mouse,A2251,A2251,A2251,A2251,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Male,2017/5/12,NA,NA,2018/6/27,59,C57BL/6,1,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2252,A2252,A2252,A2252,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Male,2017/7/18,NA,NA,2018/6/27,49,C57BL/6,3,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2253,A2253,A2253,A2253,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Male,2017/7/18,NA,NA,2018/6/27,49,C57BL/6,3,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2254,A2254,A2254,A2254,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Male,2017/5/12,NA,NA,2018/6/27,59,C57BL/6,1,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2255,A2255,A2255,A2255,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Male,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,5,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2256,A2256,A2256,A2256,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Male,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,5,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2257,A2257,A2257,A2257,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Male,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,5,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2258,A2258,A2258,A2258,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/7/18,NA,NA,2018/6/27,49,C57BL/6,2,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2259,A2259,A2259,A2259,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/7/18,NA,NA,2018/6/27,49,C57BL/6,2,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2260,A2260,A2260,A2260,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/7/18,NA,NA,2018/6/27,49,C57BL/6,2,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2261,A2261,A2261,A2261,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/7/18,NA,NA,2018/6/27,49,C57BL/6,2,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2262,A2262,A2262,A2262,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,4,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2263,A2263,A2263,A2263,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,4,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2264,A2264,A2264,A2264,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,6,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2265,A2265,A2265,A2265,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,6,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2266,A2266,A2266,A2266,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,6,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2267,A2267,A2267,A2267,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,6,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,A2268,A2268,A2268,A2268,57,NA,WT,WT,Post,NA,Vehicle,NA,0,mpk,Female,2017/10/8,NA,NA,2018/6/27,37,C57BL/6,6,SIMM,SIMM,057_MJ20171226003-MJ-M-20180706019-yansiyuan-SHZKY--18samples-057-20180808,,y,Meiji,,,,,,,,
GV971,mouse,X01977_4,1977,01977_4,01977_4,AD-058,NA,Tg,Tg,Post,NA,Vehicle,NA,0,mpk,Female,2017/8/8,NA,NA,2018/6/29,46,5XFAD,3,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,X01981_4,1981,01981_4,01981_4,AD-058,NA,Tg_GV971_50mpk,Tg GV971 50mpk,Post,NA,GV971,NA,50,mpk,Female,2017/8/8,NA,NA,2018/6/29,46,5XFAD,8,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X01991_4,1991,01991_4,01991_4,AD-058,NA,Tg_GV971_25mpk,Tg GV971 25mpk,Post,NA,GV971,NA,25,mpk,Female,2017/8/9,NA,NA,2018/6/29,46,5XFAD,4,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X01993_4,1993,01993_4,01993_4,AD-058,NA,Tg_GV971_25mpk,Tg GV971 25mpk,Post,NA,GV971,NA,25,mpk,Female,2017/8/9,NA,NA,2018/6/29,46,5XFAD,4,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X01995_4,1995,01995_4,01995_4,AD-058,NA,Tg,Tg,Post,NA,Vehicle,NA,0,mpk,Female,2017/8/9,NA,NA,2018/6/29,46,5XFAD,3,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X01997_4,1997,01997_4,01997_4,AD-058,NA,Tg_GV971_25mpk,Tg GV971 25mpk,Post,NA,GV971,NA,25,mpk,Female,2017/8/9,NA,NA,2018/6/29,46,5XFAD,4,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X52007_4,52007,52007_4,52007_4,AD-058,NA,Tg_GV971_100mpk,Tg GV971 100mpk,Post,NA,GV971,NA,100,mpk,Female,2017/8/10,NA,NA,2018/6/29,46,5XFAD,9,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,X52008_4,52008,52008_4,52008_4,AD-058,NA,Tg_GV971_50mpk,Tg GV971 50mpk,Post,NA,GV971,NA,50,mpk,Female,2017/8/10,NA,NA,2018/6/29,46,5XFAD,8,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X52024_4,52024,52024_4,52024_4,AD-058,NA,Tg,Tg,Post,NA,Vehicle,NA,0,mpk,Female,2017/8/10,NA,NA,2018/6/29,46,5XFAD,3,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,X52026_4,52026,52026_4,52026_4,AD-058,NA,Tg_GV971_50mpk,Tg GV971 50mpk,Post,NA,GV971,NA,50,mpk,Male,2017/8/10,NA,NA,2018/6/29,46,5XFAD,7,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X52027_4,52027,52027_4,52027_4,AD-058,NA,WT_Cocage,WT Cocage,Post,NA,Cocage,NA,0,mpk,Male,2017/8/10,NA,NA,2018/6/29,46,C57BL/6,1,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,X52038_4,52038,52038_4,52038_4,AD-058,NA,Tg_GV971_50mpk,Tg GV971 50mpk,Post,NA,GV971,NA,50,mpk,Male,2017/8/10,NA,NA,2018/6/29,46,5XFAD,7,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X52049_4,52049,52049_4,52049_4,AD-058,NA,WT_GV971_50mpk,WT GV971 50mpk,Post,NA,GV971,NA,50,mpk,Male,2017/8/11,NA,NA,2018/6/29,46,C57BL/6,6,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X52050_4,52050,52050_4,52050_4,AD-058,NA,WT_Cocage,WT Cocage,Post,NA,Cocage,NA,0,mpk,Male,2017/8/11,NA,NA,2018/6/29,46,C57BL/6,1,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,X52055_4,52055,52055_4,52055_4,AD-058,NA,Tg,Tg,Post,NA,Vehicle,NA,0,mpk,Female,2017/8/11,NA,NA,2018/6/29,46,5XFAD,3,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,X52059_4,52059,52059_4,52059_4,AD-058,NA,WT_GV971_50mpk,WT GV971 50mpk,Post,NA,GV971,NA,50,mpk,Male,2017/8/12,NA,NA,2018/6/29,46,C57BL/6,6,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X52103_4,52103,52103_4,52103_4,AD-058,NA,WT_GV971_50mpk,WT GV971 50mpk,Post,NA,GV971,NA,50,mpk,Female,2017/8/14,NA,NA,2018/6/29,46,C57BL/6,5,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,X52107_4,52107,52107_4,52107_4,AD-058,NA,WT_Cocage,WT Cocage,Post,NA,Cocage,NA,0,mpk,Female,2017/8/14,NA,NA,2018/6/29,46,C57BL/6,2,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,A1099_4,A1099,A1099_4,A1099_4,AD-058,NA,Tg_GV971_25mpk,Tg GV971 25mpk,Post,NA,GV971,NA,25,mpk,Female,2017/8/10,NA,NA,2018/6/29,46,5XFAD,4,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,A2109_4,A2109,A2109_4,A2109_4,AD-058,NA,WT_Cocage,WT Cocage,Post,NA,Cocage,NA,0,mpk,Female,2017/8/12,NA,NA,2018/6/29,46,C57BL/6,2,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,B496_4,B496,B496_4,B496_4,AD-058,NA,WT_GV971_50mpk,WT GV971 50mpk,Post,NA,GV971,NA,50,mpk,Female,2017/8/12,NA,NA,2018/6/29,46,C57BL/6,5,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,,,,,,,,
GV971,mouse,B497_4,B497,B497_4,B497_4,AD-058,NA,Tg_GV971_100mpk,Tg GV971 100mpk,Post,NA,GV971,NA,100,mpk,Female,2017/8/8,NA,NA,2018/6/29,46,5XFAD,9,SIMM,SIMM,058_MJ20171226003-MJ-M-20180706017-yansiyuan-SHZKY--22samples-058-20180816,,y,Meiji,y,Meiji,,,,,,
GV971,mouse,A2708_1,A2708,A2708_1,A2708_1,59,脑室注射Aβ,WT_water,WT water,Pre,D1,Vehicle,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2708_2,A2708,A2708_2,A2708_2,59,脑室注射Aβ,water_abx,water abx,Pre,D2,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2708_3,A2708,A2708_3,A2708_3,59,脑室注射Aβ,C57_FMT_HC,C57 FMT HC,Post,D3,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/16,54,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植后,y,Meiji,,,,,,,,
GV971,mouse,A2709_1,A2709,A2709_1,A2709_1,59,脑室注射Aβ,WT_water,WT water,Pre,D1,Vehicle,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2709_2,A2709,A2709_2,A2709_2,59,脑室注射Aβ,water_abx,water abx,Pre,D2,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2709_3,A2709,A2709_3,A2709_3,59,脑室注射Aβ,C57_FMT_HC,C57 FMT HC,Post,D3,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/16,54,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植后,y,Meiji,,,,,,,,
GV971,mouse,A2710_1,A2710,A2710_1,A2710_1,59,脑室注射Aβ,WT_water,WT water,Pre,D1,Vehicle,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2710_2,A2710,A2710_2,A2710_2,59,脑室注射Aβ,water_abx,water abx,Pre,D2,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2710_3,A2710,A2710_3,A2710_3,59,脑室注射Aβ,C57_FMT_HC,C57 FMT HC,Post,D3,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/16,54,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植后,y,Meiji,,,,,,,,
GV971,mouse,A2711_1,A2711,A2711_1,A2711_1,59,脑室注射Aβ,WT_water,WT water,Pre,D1,Vehicle,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2711_2,A2711,A2711_2,A2711_2,59,脑室注射Aβ,water_abx,water abx,Pre,D2,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2711_3,A2711,A2711_3,A2711_3,59,脑室注射Aβ,C57_FMT_HC,C57 FMT HC,Post,D3,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/16,54,C57BL/6,1,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植后,y,Meiji,,,,,,,,
GV971,mouse,A2712_1,A2712,A2712_1,A2712_1,59,脑室注射Aβ,WT_water,WT water,Pre,D1,Vehicle,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2712_2,A2712,A2712_2,A2712_2,59,脑室注射Aβ,water_abx,water abx,Pre,D2,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2712_3,A2712,A2712_3,A2712_3,59,脑室注射Aβ,C57_FMT_HC,C57 FMT HC,Post,D3,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/16,54,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植后,y,Meiji,,,,,,,,
GV971,mouse,A2713_1,A2713,A2713_1,A2713_1,59,脑室注射Aβ,WT_water,WT water,Pre,D1,Vehicle,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2713_2,A2713,A2713_2,A2713_2,59,脑室注射Aβ,water_abx,water abx,Pre,D2,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2713_3,A2713,A2713_3,A2713_3,59,脑室注射Aβ,C57_FMT_HC,C57 FMT HC,Post,D3,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/16,54,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植后,y,Meiji,,,,,,,,
GV971,mouse,A2714_1,A2714,A2714_1,A2714_1,59,脑室注射Aβ,WT_water,WT water,Pre,D1,Vehicle,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2714_2,A2714,A2714_2,A2714_2,59,脑室注射Aβ,water_abx,water abx,Pre,D2,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2714_3,A2714,A2714_3,A2714_3,59,脑室注射Aβ,C57_FMT_HC,C57 FMT HC,Post,D3,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/16,54,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植后,y,Meiji,,,,,,,,
GV971,mouse,A2715_1,A2715,A2715_1,A2715_1,59,脑室注射Aβ,WT_water,WT water,Pre,D1,Vehicle,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2715_2,A2715,A2715_2,A2715_2,59,脑室注射Aβ,water_abx,water abx,Pre,D2,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2715_3,A2715,A2715_3,A2715_3,59,脑室注射Aβ,water,water,Post,D3,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/16,54,C57BL/6,2,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植后,y,Meiji,,,,,,,,
GV971,mouse,A2716_1,A2716,A2716_1,A2716_1,59,脑室注射Aβ,water_abx,water abx,Pre,D1,ABX,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/5,53,C57BL/6,3,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素前，粪菌移植前,y,Meiji,,,,,,,,
GV971,mouse,A2716_2,A2716,A2716_2,A2716_2,59,脑室注射Aβ,C57_FMT_AD,C57 FMT AD,Pre,D2,NA,NA,0,mpk,Male,2017/7/1,NA,NA,2018/7/9,53,C57BL/6,3,Bikai,Bikai,059_060_MJ20171226003-MJ-M-20180723033-yansiyuan-SHZKY--90samples-059_060-20180920,ABX+FMT+脑室注射Aβ，抗生素后，粪菌移植前,y,Meiji,,,,,,,,
