"Project_category","Species","SampleID","Project","Model","Groups","Drug","Drug_batch","Dosage","Dosage_unit","Gender","Birth_date","Arrival_date","Arrival_age_week","Collection_date","Age_week","Strain","Cage_num","Source","Feed_site","Batch1","Comment","Time_Point","Subject_add_X","Bacteria_16s","X16s_lab","Metagenome","Metagenome_lab","Metabolism","Metabolism_lab","Immunity","Path"
"tumor","mice","17397","ONC-2020-016","Hepa1_6_orthotopic","","JG6","JG6-2017-04","75","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","3","Lingchang","Pengli","20200603-16S","","","X17397","y","Fengyuan","","","","",NA,NA
"tumor","mice","17398","ONC-2020-016","Hepa1_6_orthotopic","","JG6","JG6-2017-04","75","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","3","Lingchang","Pengli","20200603-16S","","","X17398","y","Fengyuan","","","","",NA,NA
"tumor","mice","17399","ONC-2020-016","Hepa1_6_orthotopic","","JG6","JG6-2017-04","75","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","3","Lingchang","Pengli","20200603-16S","","","X17399","y","Fengyuan","","","","",NA,NA
"tumor","mice","17400","ONC-2020-016","Hepa1_6_orthotopic","","SAHA","N0901A","100","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","4","Lingchang","Pengli","20200603-16S","","","X17400","y","Fengyuan","","","","",NA,NA
"tumor","mice","17401","ONC-2020-016","Hepa1_6_orthotopic","","SAHA","N0901A","100","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","4","Lingchang","Pengli","20200603-16S","","","X17401","y","Fengyuan","","","","",NA,NA
"tumor","mice","17402","ONC-2020-016","Hepa1_6_orthotopic","","SAHA","N0901A","100","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","4","Lingchang","Pengli","20200603-16S","","","X17402","y","Fengyuan","","","","",NA,NA
"tumor","mice","17403","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/GV009","N0901A/GV009201902","100/31.25","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","5","Lingchang","Pengli","20200603-16S","","","X17403","y","Fengyuan","","","","",NA,NA
"tumor","mice","17412","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/GV009","N0901A/GV009201902","100/31.25","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","5","Lingchang","Pengli","20200603-16S","","","X17412","y","Fengyuan","","","","",NA,NA
"tumor","mice","17405","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/GV009","N0901A/GV009201902","100/31.25","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","5","Lingchang","Pengli","20200603-16S","","","X17405","y","Fengyuan","","","","",NA,NA
"tumor","mice","17406","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/JG6","N0901A/JG6-2017-04","100/75","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","6","Lingchang","Pengli","20200603-16S","","","X17406","y","Fengyuan","","","","",NA,NA
"tumor","mice","17407","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/JG6","N0901A/JG6-2017-04","100/75","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","6","Lingchang","Pengli","20200603-16S","","","X17407","y","Fengyuan","","","","",NA,NA
"tumor","mice","17408","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/JG6","N0901A/JG6-2017-04","100/75","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","6","Lingchang","Pengli","20200603-16S","","","X17408","y","Fengyuan","","","","",NA,NA
"tumor","mice","17409","ONC-2020-016","Hepa1_6_orthotopic","","Vehicle","","0","","Female","","",5,"2020/5/14",NA,"C57BL/6","1","Lingchang","Pengli","20200603-16S","","","X17409","y","Fengyuan","","","","",NA,NA
"tumor","mice","17410","ONC-2020-016","Hepa1_6_orthotopic","","Vehicle","","0","","Female","","",5,"2020/5/14",NA,"C57BL/6","1","Lingchang","Pengli","20200603-16S","","","X17410","y","Fengyuan","","","","",NA,NA
"tumor","mice","17411","ONC-2020-016","Hepa1_6_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","2","Lingchang","Pengli","20200603-16S","","","X17411","y","Fengyuan","","","","",NA,NA
"tumor","mice","17421","ONC-2020-016","Hepa1_6_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","2","Lingchang","Pengli","20200603-16S","","","X17421","y","Fengyuan","","","","",NA,NA
"tumor","mice","17413","ONC-2020-016","Hepa1_6_orthotopic","","JG6","JG6-2017-04","75","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","3","Lingchang","Pengli","20200603-16S","","","X17413","y","Fengyuan","","","","",NA,NA
"tumor","mice","17414","ONC-2020-016","Hepa1_6_orthotopic","","JG6","JG6-2017-04","75","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","3","Lingchang","Pengli","20200603-16S","","","X17414","y","Fengyuan","","","","",NA,NA
"tumor","mice","17415","ONC-2020-016","Hepa1_6_orthotopic","","SAHA","N0901A","100","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","4","Lingchang","Pengli","20200603-16S","","","X17415","y","Fengyuan","","","","",NA,NA
"tumor","mice","17416","ONC-2020-016","Hepa1_6_orthotopic","","SAHA","N0901A","100","mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","4","Lingchang","Pengli","20200603-16S","","","X17416","y","Fengyuan","","","","",NA,NA
"tumor","mice","17417","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/GV009","N0901A/GV009201902","100/31.25","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","5","Lingchang","Pengli","20200603-16S","","","X17417","y","Fengyuan","","","","",NA,NA
"tumor","mice","17418","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/GV009","N0901A/GV009201902","100/31.25","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","5","Lingchang","Pengli","20200603-16S","","","X17418","y","Fengyuan","","","","",NA,NA
"tumor","mice","17419","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/JG6","N0901A/JG6-2017-04","100/75","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","6","Lingchang","Pengli","20200603-16S","","","X17419","y","Fengyuan","","","","",NA,NA
"tumor","mice","17420","ONC-2020-016","Hepa1_6_orthotopic","","SAHA/JG6","N0901A/JG6-2017-04","100/75","mpk/mpk","Female","","",5,"2020/5/14",NA,"C57BL/6","6","Lingchang","Pengli","20200603-16S","","","X17420","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2273","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","1","Lingchang","Pengli","20200624-16S","","","E2273","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2274","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","1","Lingchang","Pengli","20200624-16S","","","E2274","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2275","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","1","Lingchang","Pengli","20200624-16S","","","E2275","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2276","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","1","Lingchang","Pengli","20200624-16S","","","E2276","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2277","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","1","Lingchang","Pengli","20200624-16S","","","E2277","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2268","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","2","Lingchang","Pengli","20200624-16S","","","E2268","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2269","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","2","Lingchang","Pengli","20200624-16S","","","E2269","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2270","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","2","Lingchang","Pengli","20200624-16S","","","E2270","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2271","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","2","Lingchang","Pengli","20200624-16S","","","E2271","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2272","ONC-2020-019","LLC","","Vehicle","","0","","Female","","",5,"2020/6/1",NA,"C57BL/6","2","Lingchang","Pengli","20200624-16S","","","E2272","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2258","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","5","Lingchang","Pengli","20200624-16S","","","E2258","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2259","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","5","Lingchang","Pengli","20200624-16S","","","E2259","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2260","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","5","Lingchang","Pengli","20200624-16S","","","E2260","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2261","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","5","Lingchang","Pengli","20200624-16S","","","E2261","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2262","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","5","Lingchang","Pengli","20200624-16S","","","E2262","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2293","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","6","Lingchang","Pengli","20200624-16S","","","E2293","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2294","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","6","Lingchang","Pengli","20200624-16S","","","E2294","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2295","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","6","Lingchang","Pengli","20200624-16S","","","E2295","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2296","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","6","Lingchang","Pengli","20200624-16S","","","E2296","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2297","ONC-2020-019","LLC","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/1",NA,"C57BL/6","6","Lingchang","Pengli","20200624-16S","","","E2297","y","Fengyuan","","","","",NA,NA
"tumor","mice","17502","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","1","Lingchang","Pengli","20200624-16S","","","X17502","y","Fengyuan","","","","",NA,NA
"tumor","mice","17503","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","1","Lingchang","Pengli","20200624-16S","","","X17503","y","Fengyuan","","","","",NA,NA
"tumor","mice","17504","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","1","Lingchang","Pengli","20200624-16S","","","X17504","y","Fengyuan","","","","",NA,NA
"tumor","mice","17505","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","1","Lingchang","Pengli","20200624-16S","","","X17505","y","Fengyuan","","","","",NA,NA
"tumor","mice","17506","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","1","Lingchang","Pengli","20200624-16S","","","X17506","y","Fengyuan","","","","",NA,NA
"tumor","mice","17507","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","2","Lingchang","Pengli","20200624-16S","","","X17507","y","Fengyuan","","","","",NA,NA
"tumor","mice","17508","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","2","Lingchang","Pengli","20200624-16S","","","X17508","y","Fengyuan","","","","",NA,NA
"tumor","mice","17509","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","2","Lingchang","Pengli","20200624-16S","","","X17509","y","Fengyuan","","","","",NA,NA
"tumor","mice","17510","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","2","Lingchang","Pengli","20200624-16S","","","X17510","y","Fengyuan","","","","",NA,NA
"tumor","mice","17511","ONC-2020-018","4T1_orthotopic","","Vehicle","","0","","Female","","",5,"2020/6/3",NA,"BALB/c","2","Lingchang","Pengli","20200624-16S","","","X17511","y","Fengyuan","","","","",NA,NA
"tumor","mice","17522","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","5","Lingchang","Pengli","20200624-16S","","","X17522","y","Fengyuan","","","","",NA,NA
"tumor","mice","17523","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","5","Lingchang","Pengli","20200624-16S","","","X17523","y","Fengyuan","","","","",NA,NA
"tumor","mice","17524","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","5","Lingchang","Pengli","20200624-16S","","","X17524","y","Fengyuan","","","","",NA,NA
"tumor","mice","17525","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","5","Lingchang","Pengli","20200624-16S","","","X17525","y","Fengyuan","","","","",NA,NA
"tumor","mice","17526","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","5","Lingchang","Pengli","20200624-16S","","","X17526","y","Fengyuan","","","","",NA,NA
"tumor","mice","17527","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","6","Lingchang","Pengli","20200624-16S","","","X17527","y","Fengyuan","","","","",NA,NA
"tumor","mice","17528","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","6","Lingchang","Pengli","20200624-16S","","","X17528","y","Fengyuan","","","","",NA,NA
"tumor","mice","17529","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","6","Lingchang","Pengli","20200624-16S","","","X17529","y","Fengyuan","","","","",NA,NA
"tumor","mice","17530","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","6","Lingchang","Pengli","20200624-16S","","","X17530","y","Fengyuan","","","","",NA,NA
"tumor","mice","17531","ONC-2020-018","4T1_orthotopic","","GV009","GV009201902","31.25","mpk","Female","","",5,"2020/6/3",NA,"BALB/c","6","Lingchang","Pengli","20200624-16S","","","X17531","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4060","ONC-2020-004repeat","MC38OVA","","Vehicle","","0","","Male","2020/1/11","",NA,"2020/3/17",9,"OT-1","1","GVRI","Pengli","20200720-16S","","","N4060","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4061","ONC-2020-004repeat","MC38OVA","","Vehicle","","0","","Male","2020/1/11","",NA,"2020/3/17",9,"OT-1","1","GVRI","Pengli","20200720-16S","","","N4061","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4062","ONC-2020-004repeat","MC38OVA","","Vehicle","","0","","Male","2020/1/11","",NA,"2020/3/17",9,"OT-1","1","GVRI","Pengli","20200720-16S","","","N4062","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4064","ONC-2020-004repeat","MC38OVA","","Vehicle","","0","","Male","2020/1/12","",NA,"2020/3/17",9,"OT-1","2","GVRI","Pengli","20200720-16S","","","N4064","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4065","ONC-2020-004repeat","MC38OVA","","Vehicle","","0","","Male","2020/1/12","",NA,"2020/3/17",9,"OT-1","2","GVRI","Pengli","20200720-16S","","","N4065","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4304","ONC-2020-004repeat","MC38OVA","","Vehicle","","0","","Male","2020/1/16","",NA,"2020/3/17",9,"OT-1","3","GVRI","Pengli","20200720-16S","","","N4304","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4305","ONC-2020-004repeat","MC38OVA","","Vehicle","","0","","Male","2020/1/16","",NA,"2020/3/17",9,"OT-1","3","GVRI","Pengli","20200720-16S","","","N4305","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4333","ONC-2020-004repeat","MC38OVA","","Vehicle","","0","","Male","2020/1/15","",NA,"2020/3/17",9,"OT-1","4","GVRI","Pengli","20200720-16S","","","N4333","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4314","ONC-2020-004repeat","MC38OVA","","GV009","GV009201902","31.25","mpk","Male","2020/1/15","",NA,"2020/3/17",9,"OT-1","5","GVRI","Pengli","20200720-16S","","","N4314","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4315","ONC-2020-004repeat","MC38OVA","","GV009","GV009201902","31.25","mpk","Male","2020/1/15","",NA,"2020/3/17",9,"OT-1","5","GVRI","Pengli","20200720-16S","","","N4315","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4316","ONC-2020-004repeat","MC38OVA","","GV009","GV009201902","31.25","mpk","Male","2020/1/15","",NA,"2020/3/17",9,"OT-1","5","GVRI","Pengli","20200720-16S","","","N4316","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4324","ONC-2020-004repeat","MC38OVA","","GV009","GV009201902","31.25","mpk","Male","2020/1/13","",NA,"2020/3/17",9,"OT-1","6","GVRI","Pengli","20200720-16S","","","N4324","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4325","ONC-2020-004repeat","MC38OVA","","GV009","GV009201902","31.25","mpk","Male","2020/1/13","",NA,"2020/3/17",9,"OT-1","6","GVRI","Pengli","20200720-16S","","","N4325","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4072","ONC-2020-004repeat","MC38OVA","","GV009","GV009201902","31.25","mpk","Male","2020/1/14","",NA,"2020/3/17",9,"OT-1","7","GVRI","Pengli","20200720-16S","","","N4072","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4073","ONC-2020-004repeat","MC38OVA","","GV009","GV009201902","31.25","mpk","Male","2020/1/14","",NA,"2020/3/17",9,"OT-1","7","GVRI","Pengli","20200720-16S","","","N4073","y","Fengyuan","","","","",NA,NA
"tumor","mice","N4074","ONC-2020-004repeat","MC38OVA","","GV009","GV009201902","31.25","mpk","Male","2020/1/14","",NA,"2020/3/17",9,"OT-1","7","GVRI","Pengli","20200720-16S","","","N4074","y","Fengyuan","","","","",NA,NA
"tumor","mice","14876","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","1","Lingchang","Pengli","20200720-16S","","","X14876","y","Fengyuan","","","","",NA,NA
"tumor","mice","14877","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","1","Lingchang","Pengli","20200720-16S","","","X14877","y","Fengyuan","","","","",NA,NA
"tumor","mice","14878","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","1","Lingchang","Pengli","20200720-16S","","","X14878","y","Fengyuan","","","","",NA,NA
"tumor","mice","14879","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","1","Lingchang","Pengli","20200720-16S","","","X14879","y","Fengyuan","","","","",NA,NA
"tumor","mice","14880","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","1","Lingchang","Pengli","20200720-16S","","","X14880","y","Fengyuan","","","","",NA,NA
"tumor","mice","14881","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","2","Lingchang","Pengli","20200720-16S","","","X14881","y","Fengyuan","","","","",NA,NA
"tumor","mice","14882","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","2","Lingchang","Pengli","20200720-16S","","","X14882","y","Fengyuan","","","","",NA,NA
"tumor","mice","14883","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","2","Lingchang","Pengli","20200720-16S","","","X14883","y","Fengyuan","","","","",NA,NA
"tumor","mice","14884","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","2","Lingchang","Pengli","20200720-16S","","","X14884","y","Fengyuan","","","","",NA,NA
"tumor","mice","14885","ONC-2019-LZ-011","Hepa1_6","","Vehicle","","0","","Female","","",4,"2019/6/26",NA,"C57BL/6","2","Lingchang","Pengli","20200720-16S","","","X14885","y","Fengyuan","","","","",NA,NA
"tumor","mice","14896","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","7","Lingchang","Pengli","20200720-16S","","","X14896","y","Fengyuan","","","","",NA,NA
"tumor","mice","14897","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","7","Lingchang","Pengli","20200720-16S","","","X14897","y","Fengyuan","","","","",NA,NA
"tumor","mice","14898","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","7","Lingchang","Pengli","20200720-16S","","","X14898","y","Fengyuan","","","","",NA,NA
"tumor","mice","14899","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","7","Lingchang","Pengli","20200720-16S","","","X14899","y","Fengyuan","","","","",NA,NA
"tumor","mice","14900","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","7","Lingchang","Pengli","20200720-16S","","","X14900","y","Fengyuan","","","","",NA,NA
"tumor","mice","14966","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","8","Lingchang","Pengli","20200720-16S","","","X14966","y","Fengyuan","","","","",NA,NA
"tumor","mice","14967","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","8","Lingchang","Pengli","20200720-16S","","","X14967","y","Fengyuan","","","","",NA,NA
"tumor","mice","14968","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","8","Lingchang","Pengli","20200720-16S","","","X14968","y","Fengyuan","","","","",NA,NA
"tumor","mice","14969","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","8","Lingchang","Pengli","20200720-16S","","","X14969","y","Fengyuan","","","","",NA,NA
"tumor","mice","14970","ONC-2019-LZ-011","Hepa1_6","","GV009","","125","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","8","Lingchang","Pengli","20200720-16S","","","X14970","y","Fengyuan","","","","",NA,NA
"tumor","mice","14501","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","9","Lingchang","Pengli","20200720-16S","","","X14501","y","Fengyuan","","","","",NA,NA
"tumor","mice","14926","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","9","Lingchang","Pengli","20200720-16S","","","X14926","y","Fengyuan","","","","",NA,NA
"tumor","mice","14927","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","9","Lingchang","Pengli","20200720-16S","","","X14927","y","Fengyuan","","","","",NA,NA
"tumor","mice","14928","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","9","Lingchang","Pengli","20200720-16S","","","X14928","y","Fengyuan","","","","",NA,NA
"tumor","mice","14929","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","9","Lingchang","Pengli","20200720-16S","","","X14929","y","Fengyuan","","","","",NA,NA
"tumor","mice","14930","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","9","Lingchang","Pengli","20200720-16S","","","X14930","y","Fengyuan","","","","",NA,NA
"tumor","mice","14951","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","10","Lingchang","Pengli","20200720-16S","","","X14951","y","Fengyuan","","","","",NA,NA
"tumor","mice","14952","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","10","Lingchang","Pengli","20200720-16S","","","X14952","y","Fengyuan","","","","",NA,NA
"tumor","mice","14953","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","10","Lingchang","Pengli","20200720-16S","","","X14953","y","Fengyuan","","","","",NA,NA
"tumor","mice","14954","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","10","Lingchang","Pengli","20200720-16S","","","X14954","y","Fengyuan","","","","",NA,NA
"tumor","mice","14955","ONC-2019-LZ-011","Hepa1_6","","GV009","","500","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","10","Lingchang","Pengli","20200720-16S","","","X14955","y","Fengyuan","","","","",NA,NA
"tumor","mice","14957","ONC-2019-LZ-011","Hepa1_6","","GV009","","1000","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","11","Lingchang","Pengli","20200720-16S","","","X14957","y","Fengyuan","","","","",NA,NA
"tumor","mice","14958","ONC-2019-LZ-011","Hepa1_6","","GV009","","1000","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","11","Lingchang","Pengli","20200720-16S","","","X14958","y","Fengyuan","","","","",NA,NA
"tumor","mice","14959","ONC-2019-LZ-011","Hepa1_6","","GV009","","1000","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","11","Lingchang","Pengli","20200720-16S","","","X14959","y","Fengyuan","","","","",NA,NA
"tumor","mice","14960","ONC-2019-LZ-011","Hepa1_6","","GV009","","1000","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","11","Lingchang","Pengli","20200720-16S","","","X14960","y","Fengyuan","","","","",NA,NA
"tumor","mice","14961","ONC-2019-LZ-011","Hepa1_6","","GV009","","1000","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","12","Lingchang","Pengli","20200720-16S","","","X14961","y","Fengyuan","","","","",NA,NA
"tumor","mice","14962","ONC-2019-LZ-011","Hepa1_6","","GV009","","1000","mpk","Female","","",4,"2019/6/26",NA,"C57BL/6","12","Lingchang","Pengli","20200720-16S","","","X14962","y","Fengyuan","","","","",NA,NA
