"Project_category","Species","SampleID","Other_ID","Project","Model","Groups","Drug","Drug_batch","Dosage","Dosage_unit","Gender","Birth_date","Arrival_date","Arrival_age_week","Collection_date","Age_week","Strain","Cage_num","Source","Feed_site","Batch1","Comment","Time_Point","Subject_add_X","Bacteria_16s","X16s_lab","Metagenome","Metagenome_lab","Metabolism","Metabolism_lab","Immunity","Path"
"tumor","mice","18056","18056","ONC-2020-025","","","","","","","","","",NA,"2020/7/7",NA,"","","","","20200831-16s","","","X18056","y","Fengyuan","","","","",NA,NA
"tumor","mice","18126","18126","ONC-2020-025","","","","","","","","","",NA,"2020/7/7",NA,"","","","","20200831-16s","","","X18126","y","Fengyuan","","","","",NA,NA
"tumor","mice","18106","18106","ONC-2020-025","","","","","","","","","",NA,"2020/7/7",NA,"","","","","20200831-16s","","","X18106","y","Fengyuan","","","","",NA,NA
"tumor","mice","18035","18035","ONC-2020-025","","","","","","","","","",NA,"2020/7/7",NA,"","","","","20200831-16s","","","X18035","y","Fengyuan","","","","",NA,NA
"tumor","mice","18113","18113","ONC-2020-025","","","","","","","","","",NA,"2020/7/7",NA,"","","","","20200831-16s","","","X18113","y","Fengyuan","","","","",NA,NA
"tumor","mice","18110","18110","ONC-2020-025","","","","","","","","","",NA,"2020/7/7",NA,"","","","","20200831-16s","","","X18110","y","Fengyuan","","","","",NA,NA
"tumor","mice","18031","18031","ONC-2020-025","","","","","","","","","",NA,"2020/7/7",NA,"","","","","20200831-16s","","","X18031","y","Fengyuan","","","","",NA,NA
"tumor","mice","18084","18084","ONC-2020-025","","","","","","","","","",NA,"2020/7/7",NA,"","","","","20200831-16s","","","X18084","y","Fengyuan","","","","",NA,NA
"tumor","mice","18068","18068","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/7",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time1","X18068","y","Fengyuan","","","","",NA,NA
"tumor","mice","18047","18047","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/7",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time1","X18047","y","Fengyuan","","","","",NA,NA
"tumor","mice","18072","18072","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/7",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time1","X18072","y","Fengyuan","","","","",NA,NA
"tumor","mice","18074","18074","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/7",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time1","X18074","y","Fengyuan","","","","",NA,NA
"tumor","mice","18092","18092","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/7",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time1","X18092","y","Fengyuan","","","","",NA,NA
"tumor","mice","18130","18130","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/7",NA,"BALB/c","9","GVRI","Pengli","20200831-16s","","time1","X18130","y","Fengyuan","","","","",NA,NA
"tumor","mice","18048","18048","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time1","X18048","y","Fengyuan","","","","",NA,NA
"tumor","mice","18135","18135","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time1","X18135","y","Fengyuan","","","","",NA,NA
"tumor","mice","18062","18062","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time1","X18062","y","Fengyuan","","","","",NA,NA
"tumor","mice","18070","18070","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time1","X18070","y","Fengyuan","","","","",NA,NA
"tumor","mice","18076","18076","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time1","X18076","y","Fengyuan","","","","",NA,NA
"tumor","mice","18077","18077","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time1","X18077","y","Fengyuan","","","","",NA,NA
"tumor","mice","18088","18088","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time1","X18088","y","Fengyuan","","","","",NA,NA
"tumor","mice","18122","18122","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","10","GVRI","Pengli","20200831-16s","","time1","X18122","y","Fengyuan","","","","",NA,NA
"tumor","mice","18051","18051","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time1","X18051","y","Fengyuan","","","","",NA,NA
"tumor","mice","18021","18021","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time1","X18021","y","Fengyuan","","","","",NA,NA
"tumor","mice","18109","18109","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time1","X18109","y","Fengyuan","","","","",NA,NA
"tumor","mice","18027","18027","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time1","X18027","y","Fengyuan","","","","",NA,NA
"tumor","mice","18127","18127","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time1","X18127","y","Fengyuan","","","","",NA,NA
"tumor","mice","18049","18049","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time1","X18049","y","Fengyuan","","","","",NA,NA
"tumor","mice","18033","18033","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time1","X18033","y","Fengyuan","","","","",NA,NA
"tumor","mice","18101","18101","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","11","GVRI","Pengli","20200831-16s","","time1","X18101","y","Fengyuan","","","","",NA,NA
"tumor","mice","18100","18100","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time1","X18100","y","Fengyuan","","","","",NA,NA
"tumor","mice","18112","18112","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female","","",5,"2020/7/7",NA,"BALB/c","12","GVRI","Pengli","20200831-16s","","time1","X18112","y","Fengyuan","","","","",NA,NA
"tumor","mice","18042","18042","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/3",NA,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","time1","X18042","y","Fengyuan","","","","",NA,NA
"tumor","mice","18053","18053","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/3",NA,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","time1","X18053","y","Fengyuan","","","","",NA,NA
"tumor","mice","18081","18081","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/3",NA,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","time1","X18081","y","Fengyuan","","","","",NA,NA
"tumor","mice","18091","18091","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/3",NA,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","time1","X18091","y","Fengyuan","","","","",NA,NA
"tumor","mice","18114","18114","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/3",NA,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","time1","X18114","y","Fengyuan","","","","",NA,NA
"tumor","mice","18144","18144","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/3",NA,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","time1","X18144","y","Fengyuan","","","","",NA,NA
"tumor","mice","18024","18024","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/4",NA,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","time1","X18024","y","Fengyuan","","","","",NA,NA
"tumor","mice","18030","18030","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/4",NA,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","time1","X18030","y","Fengyuan","","","","",NA,NA
"tumor","mice","18069","18069","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/4",NA,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","time1","X18069","y","Fengyuan","","","","",NA,NA
"tumor","mice","18098","18098","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/4",NA,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","time1","X18098","y","Fengyuan","","","","",NA,NA
"tumor","mice","18133","18133","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/4",NA,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","time1","X18133","y","Fengyuan","","","","",NA,NA
"tumor","mice","18138","18138","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/4",NA,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","time1","X18138","y","Fengyuan","","","","",NA,NA
"tumor","mice","18028","18028","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/6",NA,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","time1","X18028","y","Fengyuan","","","","",NA,NA
"tumor","mice","18032","18032","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/6",NA,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","time1","X18032","y","Fengyuan","","","","",NA,NA
"tumor","mice","18038","18038","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/6",NA,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","time1","X18038","y","Fengyuan","","","","",NA,NA
"tumor","mice","18055","18055","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/6",NA,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","time1","X18055","y","Fengyuan","","","","",NA,NA
"tumor","mice","18090","18090","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/6",NA,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","time1","X18090","y","Fengyuan","","","","",NA,NA
"tumor","mice","18108","18108","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/6",NA,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","time1","X18108","y","Fengyuan","","","","",NA,NA
"tumor","mice","18064","18064","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/10",NA,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","time1","X18064","y","Fengyuan","","","","",NA,NA
"tumor","mice","18132","18132","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/10",NA,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","time1","X18132","y","Fengyuan","","","","",NA,NA
"tumor","mice","18097","18097","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/10",NA,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","time1","X18097","y","Fengyuan","","","","",NA,NA
"tumor","mice","18045","18045","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/10",NA,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","time1","X18045","y","Fengyuan","","","","",NA,NA
"tumor","mice","18095","18095","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/10",NA,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","time1","X18095","y","Fengyuan","","","","",NA,NA
"tumor","mice","18120","18120","ONC-2020-025","CT26","CT26_CTX__200_mpk","CTX","M0915A","200","mpk","Female","","",5,"2020/7/10",NA,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","time1","X18120","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2758_A","E2758_A","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time1","E2758_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2688_A","E2688_A","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time1","E2688_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2661_A","E2661_A","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time1","E2661_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2687_A","E2687_A","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","1","Lingchang","Pengli","20200828-16s","","time1","E2687_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2757_A","E2757_A","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time1","E2757_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2730_A","E2730_A","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time1","E2730_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2712_A","E2712_A","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time1","E2712_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2779_A","E2779_A","ONC-2020-026","CT26","Vehicle","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","2","Lingchang","Pengli","20200828-16s","","time1","E2779_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2693_A","E2693_A","ONC-2020-026","CT26","ADU-S1005ug","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2693_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2756_A","E2756_A","ONC-2020-026","CT26","ADU-S1005ug","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2756_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2738_A","E2738_A","ONC-2020-026","CT26","ADU-S1005ug","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2738_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2737_A","E2737_A","ONC-2020-026","CT26","ADU-S1005ug","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2737_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2724_A","E2724_A","ONC-2020-026","CT26","ADU-S1005ug","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2724_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2752_A","E2752_A","ONC-2020-026","CT26","ADU-S1005ug","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2752_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2663_A","E2663_A","ONC-2020-026","CT26","ADU-S1005ug","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2663_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2774_A","E2774_A","ONC-2020-026","CT26","ADU-S1005ug","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2774_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2665_A","E2665_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2665_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2673_A","E2673_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2673_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2739_A","E2739_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2739_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2677_A","E2677_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2677_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2766_A","E2766_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2766_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2720_A","E2720_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2720_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2662_A","E2662_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2662_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2690_A","E2690_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","time1","E2690_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2723_A","E2723_A","ONC-2020-026","CT26","GV00920190230mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time1","E2723_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2747_A","E2747_A","ONC-2020-026","CT26","GV00920190230mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time1","E2747_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2682_A","E2682_A","ONC-2020-026","CT26","GV00920190230mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time1","E2682_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2775_A","E2775_A","ONC-2020-026","CT26","GV00920190230mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","7","Lingchang","Pengli","20200828-16s","","time1","E2775_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2771_A","E2771_A","ONC-2020-026","CT26","GV00920190230mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time1","E2771_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2711_A","E2711_A","ONC-2020-026","CT26","GV00920190230mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time1","E2711_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2672_A","E2672_A","ONC-2020-026","CT26","GV00920190230mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time1","E2672_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2764_A","E2764_A","ONC-2020-026","CT26","GV00920190230mpk","Vehicle","","0","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","8","Lingchang","Pengli","20200828-16s","","time1","E2764_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2750_A","E2750_A","ONC-2020-026","CT26","","","","","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","9","Lingchang","Pengli","20200828-16s","","","E2750_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2709_A","E2709_A","ONC-2020-026","CT26","","","","","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","9","Lingchang","Pengli","20200828-16s","","","E2709_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2717_A","E2717_A","ONC-2020-026","CT26","","","","","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","9","Lingchang","Pengli","20200828-16s","","","E2717_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2780_A","E2780_A","ONC-2020-026","CT26","","","","","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","9","Lingchang","Pengli","20200828-16s","","","E2780_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2748_A","E2748_A","ONC-2020-026","CT26","","","","","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","9","Lingchang","Pengli","20200828-16s","","","E2748_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2731_A","E2731_A","ONC-2020-026","CT26","","","","","","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","9","Lingchang","Pengli","20200828-16s","","","E2731_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2743_A","E2743_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time1","E2743_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2769_A","E2769_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time1","E2769_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2751_A","E2751_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time1","E2751_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2728_A","E2728_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time1","E2728_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2714_A","E2714_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time1","E2714_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2754_A","E2754_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","10","Lingchang","Pengli","20200828-16s","给药第1次","time1","E2754_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2722_A","E2722_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","11","Lingchang","Pengli","20200828-16s","给药第2次","time1","E2722_A","y","Fengyuan","","","","",NA,NA
"tumor","mice","E2676_A","E2676_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","CAR-41-01","5","ug","Female","","2020/6/24",5,"2020/7/14",8,"BALB/c","11","Lingchang","Pengli","20200828-16s","给药第2次","time1","E2676_A","y","Fengyuan","","","","",NA,NA
