"Project_category","Species","SampleID","sampleID_origin","Other_ID","Project","Model","Groups","Category","Pre_or_Post","Time","Drug","Drug_batch","Dosage","Dosage_unit","Gender","Birth_date","Arrival_date","Arrival_age_week","Collection_date","Age_week","Strain","Cage_num","Source","Feed_site","Batch1","Comment","Bacteria_16s","X16s_lab","Metagenome","Metagenome_lab","Metabolism","Metabolism_lab","Immunity","Path"
"GV009","mouse","X18059","18059","18059","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18129","18129","18129","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18142","18142","18142","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18065","18065","18065","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18078","18078","18078","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18087","18087","18087","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18056","18056","18056","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18126","18126","18126","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18106","18106","18106","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18035","18035","18035","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18113","18113","18113","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18110","18110","18110","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18031","18031","18031","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18084","18084","18084","ONC-2020-025","CT26","",NA,"post","D0",NA,NA,NA,NA,NA,NA,"2020/6/19",NA,"2020/7/7",NA,NA,NA,NA,NA,"20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18068","18068","18068","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D0","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","9","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18047","18047","18047","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D0","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","9","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18072","18072","18072","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D0","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","9","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18074","18074","18074","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D0","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","9","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18092","18092","18092","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D0","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","9","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18130","18130","18130","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D0","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","9","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18048","18048","18048","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","12","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18135","18135","18135","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","12","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18062","18062","18062","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","10","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18070","18070","18070","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","10","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18076","18076","18076","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","10","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18077","18077","18077","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","10","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18088","18088","18088","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","10","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18122","18122","18122","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201902_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201902","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","10","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18051","18051","18051","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","12","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18021","18021","18021","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","12","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18109","18109","18109","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","11","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18027","18027","18027","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","11","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18127","18127","18127","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","11","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18049","18049","18049","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","11","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18033","18033","18033","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","11","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18101","18101","18101","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201905_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201905","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","11","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18100","18100","18100","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","12","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18112","18112","18112","ONC-2020-025","CT26","CT26_CTX/GV009_NA/201906_200/30_mpk/mpk","CT26 CTX/GV009201906","post","D0","CTX/GV009","M0915A/GV009201906","200/30","mpk/mpk","Female",NA,"2020/6/19",5,"2020/7/7",8,"BALB/c","12","GVRI","Pengli","20200831-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18042","18042","18042","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-4","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/3",7,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18053","18053","18053","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-4","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/3",7,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18081","18081","18081","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-4","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/3",7,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18091","18091","18091","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-4","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/3",7,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18114","18114","18114","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-4","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/3",7,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18144","18144","18144","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-4","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/3",7,"BALB/c","1","GVRI","Pengli","20200831-16s","CTX P0","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18024","18024","18024","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/4",7,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18030","18030","18030","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/4",7,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18069","18069","18069","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/4",7,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18098","18098","18098","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/4",7,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18133","18133","18133","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/4",7,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18138","18138","18138","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/4",7,"BALB/c","2","GVRI","Pengli","20200831-16s","CTX P1","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18028","18028","18028","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-1","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/6",7,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18032","18032","18032","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-1","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/6",7,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18038","18038","18038","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-1","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/6",7,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18055","18055","18055","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-1","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/6",7,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18090","18090","18090","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-1","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/6",7,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18108","18108","18108","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D-1","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/6",7,"BALB/c","3","GVRI","Pengli","20200831-16s","CTX P3","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18064","18064","18064","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/10",8,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18132","18132","18132","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/10",8,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18097","18097","18097","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/10",8,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18045","18045","18045","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/10",8,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18095","18095","18095","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/10",8,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","y","Fengyuan","","","","",NA,NA
"GV009","mouse","X18120","18120","18120","ONC-2020-025","CT26","CT26_CTX__200_mpk","CT26 CTX","post","D3","CTX","M0915A","200","mpk","Female",NA,"2020/6/19",5,"2020/7/10",8,"BALB/c","4","GVRI","Pengli","20200831-16s","CTX P7","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2758_A","E2758_A","E2758_A","ONC-2020-026","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","1","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2688_A","E2688_A","E2688_A","ONC-2020-026","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","1","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2661_A","E2661_A","E2661_A","ONC-2020-026","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","1","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2687_A","E2687_A","E2687_A","ONC-2020-026","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","1","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2757_A","E2757_A","E2757_A","ONC-2020-026","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","2","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2730_A","E2730_A","E2730_A","ONC-2020-026","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","2","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2712_A","E2712_A","E2712_A","ONC-2020-026","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","2","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2779_A","E2779_A","E2779_A","ONC-2020-026","CT26","Vehicle","Vehicle","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","2","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2693_A","E2693_A","E2693_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2756_A","E2756_A","E2756_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2738_A","E2738_A","E2738_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2737_A","E2737_A","E2737_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","3","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2724_A","E2724_A","E2724_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2752_A","E2752_A","E2752_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2663_A","E2663_A","E2663_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2774_A","E2774_A","E2774_A","ONC-2020-026","CT26","ADU-S1005ug","ADU-S100","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","4","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2665_A","E2665_A","E2665_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2673_A","E2673_A","E2673_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2739_A","E2739_A","E2739_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2677_A","E2677_A","E2677_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","5","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2766_A","E2766_A","E2766_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2720_A","E2720_A","E2720_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2662_A","E2662_A","E2662_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2690_A","E2690_A","E2690_A","ONC-2020-026","CT26","ADU-S100/GV009NA/2019025/30ug/mpk","ADU-S100/GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","6","Lingchang","Pengli","20200828-16s","给药第3次","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2723_A","E2723_A","E2723_A","ONC-2020-026","CT26","GV00920190230mpk","GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","7","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
"GV009","mouse","E2747_A","E2747_A","E2747_A","ONC-2020-026","CT26","GV00920190230mpk","GV009201902","pre","D-1","Vehicle",NA,"0","mpk","Female",NA,"2020/6/24",5,"2020/7/14",8,"BALB/c","7","Lingchang","Pengli","20200828-16s","","y","Fengyuan","","","","",NA,NA
