Project_category,SampleID,SampleID-AD,Project,Source,Sample_type,Groups,Disease_type,Batch1,Batch2,Comment,Preservation,Subject_add_X,Bacteria_16s,16s_lab,Metagenome,Metagenome_lab,Metabolism,Metabolism_lab,Immunity,Path,Nmr,Sample_facs
971,H201902_51,H201902-51,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_51,y,Meiji,,,,,,,,
971,H201902_53,H201902-53,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_53,y,Meiji,,,,,,,,
971,H201902_55,H201902-55,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_55,y,Meiji,,,,,,,,
971,H201902_56,H201902-56,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_56,y,Meiji,,,,,,,,
971,H201902_57,H201902-57,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_57,y,Meiji,,,,,,,,
971,H201902_58,H201902-58,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_58,y,Meiji,,,,,,,,
971,H201902_59,H201902-59,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_59,y,Meiji,,,,,,,,
971,H201902_60,H201902-60,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_60,y,Meiji,,,,,,,,
971,H201902_61,H201902-61,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_61,y,Meiji,,,,,,,,
971,H201902_62,H201902-62,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_62,y,Meiji,,,,,,,,
971,H201902_65,H201902-65,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_65,y,Meiji,,,,,,,,
971,H201902_66,H201902-66,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_66,y,Meiji,,,,,,,,
971,H201902_67,H201902-67,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_67,y,Meiji,,,,,,,,
971,H201902_68,H201902-68,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_68,y,Meiji,,,,,,,,
971,H201902_70,H201902-70,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_70,y,Meiji,,,,,,,,
971,H201902_71,H201902-71,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_71,y,Meiji,,,,,,,,
971,H201902_73,H201902-73,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_73,y,Meiji,,,,,,,,
971,H201902_77,H201902-77,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_77,y,Meiji,,,,,,,,
971,H201902_78,H201902-78,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_78,y,Meiji,,,,,,,,
971,H201902_79,H201902-79,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_79,y,Meiji,,,,,,,,
971,H201902_80,H201902-80,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_80,y,Meiji,,,,,,,,
971,H201902_81,H201902-81,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_81,y,Meiji,,,,,,,,
971,H201902_82,H201902-82,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_82,y,Meiji,,,,,,,,
971,H201902_83,H201902-83,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_83,y,Meiji,,,,,,,,
971,H201902_84,H201902-84,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_84,y,Meiji,,,,,,,,
971,H201902_85,H201902-85,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_85,y,Meiji,,,,,,,,
971,H201902_86,H201902-86,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_86,y,Meiji,,,,,,,,
971,H201902_87,H201902-87,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_87,y,Meiji,,,,,,,,
971,H201902_90,H201902-90,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_90,y,Meiji,,,,,,,,
971,H201902_92,H201902-92,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_92,y,Meiji,,,,,,,,
971,H201902_93,H201902-93,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_93,y,Meiji,,,,,,,,
971,H201902_94,H201902-94,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_94,y,Meiji,,,,,,,,
971,H201902_95,H201902-95,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_95,y,Meiji,,,,,,,,
971,H201902_96,H201902-96,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_96,y,Meiji,,,,,,,,
971,H201902_97,H201902-97,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_97,y,Meiji,,,,,,,,
971,H201902_98,H201902-98,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_98,y,Meiji,,,,,,,,
971,H201902_99,H201902-99,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_99,y,Meiji,,,,,,,,
971,H201902_100,H201902-100,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_100,y,Meiji,,,,,,,,
971,H201902_101,H201902-101,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_101,y,Meiji,,,,,,,,
971,H201902_102,H201902-102,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_102,y,Meiji,,,,,,,,
971,H201902_107,H201902-107,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_107,y,Meiji,,,,,,,,
971,H201902_108,H201902-108,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_108,y,Meiji,,,,,,,,
971,H201902_109,H201902-109,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_109,y,Meiji,,,,,,,,
971,H201902_110,H201902-110,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_110,y,Meiji,,,,,,,,
971,H201902_111,H201902-111,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_111,y,Meiji,,,,,,,,
971,H201902_112,H201902-112,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_112,y,Meiji,,,,,,,,
971,H201902_113,H201902-113,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_113,y,Meiji,,,,,,,,
971,H201902_115,H201902-115,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_115,y,Meiji,,,,,,,,
971,H201902_120,H201902-120,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_120,y,Meiji,,,,,,,,
971,H201902_122,H201902-122,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_122,y,Meiji,,,,,,,,
971,H201902_123,H201902-123,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_123,y,Meiji,,,,,,,,
971,H201902_124,H201902-124,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_124,y,Meiji,,,,,,,,
971,H201902_125,H201902-125,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_125,y,Meiji,,,,,,,,
971,H201902_128,H201902-128,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_128,y,Meiji,,,,,,,,
971,H201902_129,H201902-129,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_129,y,Meiji,,,,,,,,
971,H201902_130,H201902-130,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_130,y,Meiji,,,,,,,,
971,H201902_131,H201902-131,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_131,y,Meiji,,,,,,,,
971,H201902_134,H201902-134,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_134,y,Meiji,,,,,,,,
971,H201902_135,H201902-135,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_135,y,Meiji,,,,,,,,
971,H201902_136,H201902-136,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_136,y,Meiji,,,,,,,,
971,H201902_137,H201902-137,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_137,y,Meiji,,,,,,,,
971,H201902_138,H201902-138,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_138,y,Meiji,,,,,,,,
971,H201902_140,H201902-140,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_140,y,Meiji,,,,,,,,
971,H201902_141,H201902-141,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_141,y,Meiji,,,,,,,,
971,H201902_142,H201902-142,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_142,y,Meiji,,,,,,,,
971,H201902_143,H201902-143,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_143,y,Meiji,,,,,,,,
971,H201902_144,H201902-144,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_144,y,Meiji,,,,,,,,
971,H201902_147,H201902-147,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_147,y,Meiji,,,,,,,,
971,H201902_148,H201902-148,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_148,y,Meiji,,,,,,,,
971,H201902_149,H201902-149,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_149,y,Meiji,,,,,,,,
971,H201902_150,H201902-150,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_150,y,Meiji,,,,,,,,
971,H201902_157,H201902-157,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_157,y,Meiji,,,,,,,,
971,H201902_158,H201902-158,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_158,y,Meiji,,,,,,,,
971,H201902_161,H201902-161,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_161,y,Meiji,,,,,,,,
971,H201902_162,H201902-162,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_162,y,Meiji,,,,,,,,
971,H201902_164,H201902-164,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_164,y,Meiji,,,,,,,,
971,H201902_165,H201902-165,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_165,y,Meiji,,,,,,,,
971,H201902_167,H201902-167,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_167,y,Meiji,,,,,,,,
971,H201902_168,H201902-168,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_168,y,Meiji,,,,,,,,
971,H201902_169,H201902-169,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_169,y,Meiji,,,,,,,,
971,H201902_171,H201902-171,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_171,y,Meiji,,,,,,,,
971,H201902_172,H201902-172,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_172,y,Meiji,,,,,,,,
971,H201902_174,H201902-174,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_174,y,Meiji,,,,,,,,
971,H201902_180,H201902-180,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_180,y,Meiji,,,,,,,,
971,H201902_182,H201902-182,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_182,y,Meiji,,,,,,,,
971,H201902_183,H201902-183,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_183,y,Meiji,,,,,,,,
971,H201902_184,H201902-184,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_184,y,Meiji,,,,,,,,
971,H201902_185,H201902-185,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_185,y,Meiji,,,,,,,,
971,H201902_186,H201902-186,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_186,y,Meiji,,,,,,,,
971,H201902_187,H201902-187,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_187,y,Meiji,,,,,,,,
971,H201902_188,H201902-188,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_188,y,Meiji,,,,,,,,
971,H201902_189,H201902-189,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_189,y,Meiji,,,,,,,,
971,H201902_191,H201902-191,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_191,y,Meiji,,,,,,,,
971,H201902_192,H201902-192,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_192,y,Meiji,,,,,,,,
971,H201902_193,H201902-193,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_193,y,Meiji,,,,,,,,
971,H201902_194,H201902-194,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_194,y,Meiji,,,,,,,,
971,H201902_195,H201902-195,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_195,y,Meiji,,,,,,,,
971,H201902_196,H201902-196,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_196,y,Meiji,,,,,,,,
971,H201902_197,H201902-197,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_197,y,Meiji,,,,,,,,
971,H201902_199,H201902-199,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_199,y,Meiji,,,,,,,,
971,H201902_204,H201902-204,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_204,y,Meiji,,,,,,,,
971,H201902_205,H201902-205,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_205,y,Meiji,,,,,,,,
971,H201902_207,H201902-207,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_207,y,Meiji,,,,,,,,
971,H201902_208,H201902-208,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_208,y,Meiji,,,,,,,,
971,H201902_209,H201902-209,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_209,y,Meiji,,,,,,,,
971,H201902_231,H201902-231,H14,Hefei,Feces,,,H14_MJ20181225049_MJ-M-20190426045_146_samples,,,RNAlater,H201902_231,y,Meiji,,,,,,,,
971,B201904_002,B201904-002,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_002,y,Meiji,,,,,,,,
971,B201904_003,B201904-003,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_003,y,Meiji,,,,,,,,
971,B201904_006,B201904-006,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_006,y,Meiji,,,,,,,,
971,B201904_007,B201904-007,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_007,y,Meiji,,,,,,,,
971,B201904_008,B201904-008,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_008,y,Meiji,,,,,,,,
971,B201904_009,B201904-009,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_009,y,Meiji,,,,,,,,
971,B201904_012,B201904-012,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_012,y,Meiji,,,,,,,,
971,B201904_013,B201904-013,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_013,y,Meiji,,,,,,,,
971,B201904_014,B201904-014,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_014,y,Meiji,,,,,,,,
971,B201904_016,B201904-016,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_016,y,Meiji,,,,,,,,
971,B201904_017,B201904-017,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_017,y,Meiji,,,,,,,,
971,B201904_018,B201904-018,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_018,y,Meiji,,,,,,,,
971,B201904_019,B201904-019,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_019,y,Meiji,,,,,,,,
971,B201904_022,B201904-022,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_022,y,Meiji,,,,,,,,
971,B201904_025,B201904-025,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_025,y,Meiji,,,,,,,,
971,B201904_026,B201904-026,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_026,y,Meiji,,,,,,,,
971,B201904_028,B201904-028,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_028,y,Meiji,,,,,,,,
971,B201904_029,B201904-029,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_029,y,Meiji,,,,,,,,
971,B201904_030,B201904-030,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_030,y,Meiji,,,,,,,,
971,B201904_031,B201904-031,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_031,y,Meiji,,,,,,,,
971,B201904_032,B201904-032,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_032,y,Meiji,,,,,,,,
971,B201904_035,B201904-035,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_035,y,Meiji,,,,,,,,
971,B201904_038,B201904-038,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_038,y,Meiji,,,,,,,,
971,B201904_040,B201904-040,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_040,y,Meiji,,,,,,,,
971,B201904_041,B201904-041,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_041,y,Meiji,,,,,,,,
971,B201904_042,B201904-042,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_042,y,Meiji,,,,,,,,
971,B201904_043,B201904-043,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_043,y,Meiji,,,,,,,,
971,B201904_044,B201904-044,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_044,y,Meiji,,,,,,,,
971,B201904_045,B201904-045,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_045,y,Meiji,,,,,,,,
971,B201904_047,B201904-047,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_047,y,Meiji,,,,,,,,
971,B201904_048,B201904-048,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_048,y,Meiji,,,,,,,,
971,B201904_049,B201904-049,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_049,y,Meiji,,,,,,,,
971,B201904_051,B201904-051,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_051,y,Meiji,,,,,,,,
971,B201904_058,B201904-058,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_058,y,Meiji,,,,,,,,
971,B201904_060,B201904-060,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_060,y,Meiji,,,,,,,,
971,B201904_062,B201904-062,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_062,y,Meiji,,,,,,,,
971,B201904_065,B201904-065,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_065,y,Meiji,,,,,,,,
971,B201904_066,B201904-066,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_066,y,Meiji,,,,,,,,
971,B201904_068,B201904-068,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_068,y,Meiji,,,,,,,,
971,B201904_069,B201904-069,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_069,y,Meiji,,,,,,,,
971,B201904_071,B201904-071,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_071,y,Meiji,,,,,,,,
971,B201904_072,B201904-072,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_072,y,Meiji,,,,,,,,
971,B201904_073,B201904-073,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_073,y,Meiji,,,,,,,,
971,B201904_075,B201904-075,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_075,y,Meiji,,,,,,,,
971,B201904_076,B201904-076,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_076,y,Meiji,,,,,,,,
971,B201904_078,B201904-078,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_078,y,Meiji,,,,,,,,
971,B201904_079,B201904-079,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_079,y,Meiji,,,,,,,,
971,B201904_080,B201904-080,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_080,y,Meiji,,,,,,,,
971,B201904_083,B201904-083,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_083,y,Meiji,,,,,,,,
971,B201904_084,B201904-084,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_084,y,Meiji,,,,,,,,
971,B201904_085,B201904-085,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_085,y,Meiji,,,,,,,,
971,B201904_086,B201904-086,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_086,y,Meiji,,,,,,,,
971,B201904_087,B201904-087,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_087,y,Meiji,,,,,,,,
971,B201904_088,B201904-088,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_088,y,Meiji,,,,,,,,
971,B201904_091,B201904-091,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_091,y,Meiji,,,,,,,,
971,B201904_092,B201904-092,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_092,y,Meiji,,,,,,,,
971,B201904_093,B201904-093,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_093,y,Meiji,,,,,,,,
971,B201904_094,B201904-094,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_094,y,Meiji,,,,,,,,
971,B201904_098,B201904-098,H15,Beijin,Feces,,,H15_MJ20181225049_MJ-M-20190606037_146_samples,,,RNAlater,B201904_098,y,Meiji,,,,,,,,
